id	filename	md5	size	state
80fd67a3-f359-426f-b6fb-87cf102958b0	3fd5bfe7-b754-40a7-a126-e2f1658a94ad.rna_seq.augmented_star_gene_counts.tsv	cfb49dcde9c1c33423f4ce85213c4568	4215188	released
fa717185-e1fa-45ca-84d7-f7efd4f9551c	2b2bc29d-2c5a-4798-a8b2-bdfa6547a724.rna_seq.augmented_star_gene_counts.tsv	619b056704f8e522b0aa209c7fc7907f	4221464	released
131fbd19-5828-4bb1-bf6f-ca34e246072e	43e614ba-3f38-4a87-b623-3e4fd3f168c5.rna_seq.augmented_star_gene_counts.tsv	b743e087398349e42ff6edbc1edd8c14	4221616	released
adeea3e6-16cd-4ab3-a01d-f2eeda239aad	ab243d51-4f6b-4f6d-a73d-d1f3488c232d.rna_seq.augmented_star_gene_counts.tsv	78c66313c0d3646b78ab907d3cb970f6	4216195	released
e5fa92a6-11b0-4c63-8007-7170e6ad0616	ae379d4b-2859-4fdd-a010-d9c7d0065edc.rna_seq.augmented_star_gene_counts.tsv	78ef48fc242d5e8bea4b4a72108312ad	4211560	released
936ea509-e04c-497b-9471-6e7413184fd0	51506d81-d8f6-447f-8a5b-3bfce46e1dbd.rna_seq.augmented_star_gene_counts.tsv	f2bb3968b67a90396c055b91c5fcc79e	4227336	released
2da75e3a-62c4-4ab4-aa2a-cd8d8b08f38a	2b26213a-ec12-4eab-96d6-4a82e2a21cb4.rna_seq.augmented_star_gene_counts.tsv	fdfbe89f93f87bc4e9211a717e4c3fc8	4240890	released
534c0011-b556-4956-a757-d6b96bf9bf43	495f3a4a-259e-4520-8745-7fa4cc286fef.rna_seq.augmented_star_gene_counts.tsv	d7878c76c1e16cbca8cd3ef844a7dc04	4204734	released
298700e3-a1e8-4793-b454-968cc6837587	c8800c46-09e4-4498-8eeb-a66d129634e1.rna_seq.augmented_star_gene_counts.tsv	48af91dd5459760ef58af14278351d86	4217940	released
61e06442-2882-4ae2-85c9-e5568e68ccd1	50768d9f-5fc7-4667-abd8-10d43d9ad8a2.rna_seq.augmented_star_gene_counts.tsv	c3dd114ad67bf7ce39a6a3c3d8018961	4212376	released
9946ac08-8569-4d4c-b07c-947383c58a1d	d65cae9b-1768-481d-93ac-3329114c7f2e.rna_seq.augmented_star_gene_counts.tsv	fb1b314eaa9b728410487bde86eb2b58	4213746	released
44b11b8c-68ad-4a08-ab1b-bcf3d4672d52	bb9c21eb-5b74-460c-aa56-11e22e254048.rna_seq.augmented_star_gene_counts.tsv	2a11b6d907c4117a1fa671eb2f5c1a1b	4218481	released
8f724201-bfe8-436e-9581-005716fc23ea	60304212-4463-4a80-a293-7db11babf2e5.rna_seq.augmented_star_gene_counts.tsv	9e73f98f9c20b6223740f64782f25a73	4198150	released
6d8c40b8-1ce1-4349-b613-f6948c0e9ed2	2cb653aa-0ab3-4526-b3fc-e0d0fc6a1936.rna_seq.augmented_star_gene_counts.tsv	8cff376c5e9a803a9bce7f832f135464	4228967	released
a493cf38-7c5b-439c-9791-109676e7955f	af92cdc4-3b79-4761-bc0b-07832f64c305.rna_seq.augmented_star_gene_counts.tsv	467f1e49858b080ef5b1a9008e2c8384	4227626	released
71391430-e6ac-444b-90c6-adf52aa1e7b2	52cca429-b270-4b61-a678-ce320a006797.rna_seq.augmented_star_gene_counts.tsv	1cb8fc96e8c8a592e2dfadea38703a0e	4210590	released
c5eb2f13-61e3-48c0-952a-29b81e9d6145	04cc7953-def1-4713-832f-8d8c837825cf.rna_seq.augmented_star_gene_counts.tsv	5a1527f45ff1f62f88fe407e4228bd31	4221065	released
4b326f50-5af9-40be-8d2a-df0c54f74ed7	e3b61441-cb72-4b90-bfcc-616b8ac9c7ea.rna_seq.augmented_star_gene_counts.tsv	70574eb8cda55f8a7db535cfbd45d166	4214571	released
05b0f44c-7e53-4cb8-8b30-3d640dcc2c84	849ba766-43d6-49f2-bcd1-7d3854b1952a.rna_seq.augmented_star_gene_counts.tsv	0e1499e23614afdb8a27dd67e537f2b7	4225774	released
3c2b7ba6-3a91-4a01-8fd5-32a5d5759310	8bc94eb2-7639-4563-a117-0ec5e9b5c27c.rna_seq.augmented_star_gene_counts.tsv	cc9f59c73d0a380c597c87152d0c21d5	4213332	released
a7951c75-ce22-4b9e-91cf-09324dfa484b	7afa047b-211b-4c54-a8f8-bbb292da1dae.rna_seq.augmented_star_gene_counts.tsv	5503487ac9e1433d88ac3f13ce31ba40	4226149	released
6636b21d-ded8-4f0a-8966-1697ba5e67a9	3ff4b9d0-d684-4e86-8ba8-e131c6df5a4e.rna_seq.augmented_star_gene_counts.tsv	91af40377ac8f0ef0c4ea2ce4b13bd92	4207694	released
c2a8594c-fc08-4c62-9f32-6555883fc7cd	15192891-d59d-42c9-9e08-56dc3afb7162.rna_seq.augmented_star_gene_counts.tsv	31a094e91764c1a0d145fa146cb19248	4219298	released
56f042c9-61a9-41de-a9ac-84ce287bd9e2	be46ce72-f25b-4959-8d17-e5f44cf97e76.rna_seq.augmented_star_gene_counts.tsv	a670f491081df06fbe56ce7fe7cd4bc6	4233997	released
d82f6a11-1a9d-49a8-aa99-3f86440db721	80a2da2f-ca57-46d8-82c9-dc58712c4336.rna_seq.augmented_star_gene_counts.tsv	914ba901c6d2f1ecbebae94714c01970	4228984	released
7f8cfe06-5e48-4df1-b8a7-c6503ed4f421	3f6a5587-5ae1-434c-9d55-17172dbaa7f2.rna_seq.augmented_star_gene_counts.tsv	e0f9032492c668fe87ec38394626563b	4213927	released
08778c31-76f4-457a-8c60-aec173154c75	c353ec8d-98ee-47e5-9809-b26287c04716.rna_seq.augmented_star_gene_counts.tsv	703daae12a1c1ee44a0cc163bfbfdddd	4223169	released
1fca3dc9-0ca0-4ef3-870b-c6abdb3599d7	220551cd-5823-483d-91e3-d6180ee9ea24.rna_seq.augmented_star_gene_counts.tsv	dee488a0ec2f3a844e2a175316748e28	4263176	released
8fad346f-b53b-4b4e-8edb-4ad23a7df637	5ee6297e-dfae-4132-9f75-ba3883bec98c.rna_seq.augmented_star_gene_counts.tsv	7109f730848a66b0fc5b0a38108f2ee8	4220958	released
83924835-aa38-44fb-9b8a-b57c2e459faa	96efd913-c5e6-4fd7-b905-fe05358a0b0a.rna_seq.augmented_star_gene_counts.tsv	07396b05980141cfac471319c700311d	4220543	released
447e867a-6821-4030-b573-8cdd7912093e	d98d1e98-e4f5-4bc5-9e03-de0c1ddb00ff.rna_seq.augmented_star_gene_counts.tsv	cc37a907c6b592fd41baf50e993f8b4b	4216721	released
3eb5fbdd-ccb4-4597-9e2b-8ae9f7cf21ef	9759ea93-f71f-4486-8f5b-8eb559aa0974.rna_seq.augmented_star_gene_counts.tsv	655510748f268b8dfc63f0d91943a290	4218371	released
a9648256-303b-43b0-852c-98e3d69cd30b	16770163-9282-4ba1-812e-c21fd485ff99.rna_seq.augmented_star_gene_counts.tsv	e9e8de7925683aae287b3e3e19011610	4216001	released
acbcf8b9-a818-4eff-9720-419d7d4c08b7	0ba1c032-7b03-41d9-968b-2e65de540184.rna_seq.augmented_star_gene_counts.tsv	0667763c9dd7e88cf91204d3ac957d97	4220585	released
fb1dd5e7-7149-4fb4-b384-88ded0c6bb64	993a7b69-ef15-4f54-a84a-ada1d7d63b6f.rna_seq.augmented_star_gene_counts.tsv	76b250719791e6ec3992f1c0da29b3b7	4215460	released
